left_row_id,right_row_id,left_id,left_title,right_id,right_title,jaccard_est,decision
32,2867,r00032,Tech Media & Telecom Roundup: Market Talk,r02867,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
32,2890,r00032,Tech Media & Telecom Roundup: Market Talk,r02890,Tech Media & Telecom Roundup: Market Talk,0.7031,NEAR_DUP_REJECT
32,2902,r00032,Tech Media & Telecom Roundup: Market Talk,r02902,Tech Media & Telecom Roundup: Market Talk,0.5938,NEAR_DUP_REJECT
32,2906,r00032,Tech Media & Telecom Roundup: Market Talk,r02906,Tech Media & Telecom Roundup: Market Talk,0.6562,NEAR_DUP_REJECT
32,2967,r00032,Tech Media & Telecom Roundup: Market Talk,r02967,Tech Media & Telecom Roundup: Market Talk,0.7969,NEAR_DUP_REJECT
32,3004,r00032,Tech Media & Telecom Roundup: Market Talk,r03004,Tech Media & Telecom Roundup: Market Talk,0.7812,NEAR_DUP_REJECT
32,3052,r00032,Tech Media & Telecom Roundup: Market Talk,r03052,Tech Media & Telecom Roundup: Market Talk,0.6719,NEAR_DUP_REJECT
32,3083,r00032,Tech Media & Telecom Roundup: Market Talk,r03083,Tech Media & Telecom Roundup: Market Talk,0.7656,NEAR_DUP_REJECT
32,3163,r00032,Tech Media & Telecom Roundup: Market Talk,r03163,Tech Media & Telecom Roundup: Market Talk,0.7812,NEAR_DUP_REJECT
32,3286,r00032,Tech Media & Telecom Roundup: Market Talk,r03286,Tech Media & Telecom Roundup: Market Talk,0.7656,NEAR_DUP_REJECT
32,3323,r00032,Tech Media & Telecom Roundup: Market Talk,r03323,Tech Media & Telecom Roundup: Market Talk,0.75,NEAR_DUP_REJECT
32,3348,r00032,Tech Media & Telecom Roundup: Market Talk,r03348,Tech Media & Telecom Roundup: Market Talk,0.5938,NEAR_DUP_REJECT
32,3374,r00032,Tech Media & Telecom Roundup: Market Talk,r03374,Tech Media & Telecom Roundup: Market Talk,0.6562,NEAR_DUP_REJECT
33,1746,r00033,Aeris to Acquire IoT Business from Ericsson,r01746,Aeris to acquire IoT business from Ericsson,0.9688,NEAR_DUP_MERGE
43,1777,r00043,Samsung Showcases Groundbreaking Logic Innovations at System LSI Tech Day 2023,r01777,Samsung Showcases Groundbreaking Logic Innovations at System LSI Tech Day 2023,0.8438,NEAR_DUP_REJECT
55,1896,r00055,Best Live TV Streaming Services of 2023,r01896,Best Live TV Streaming Services of 2023,0.5156,NEAR_DUP_REJECT
59,1819,r00059,Technology Research Services Market Size Outlook By KeyPlayers-G2 Gartner Forres,r01819,Interactive and Self Service Kiosk Market Size Information Technology Insights: ,0.375,NEAR_DUP_REJECT
152,1846,r00152,Fidelity National Information Services Inc. declares $0.52 dividend,r01846,Givex Information Technology Group reports Q4 results,0.6406,NEAR_DUP_REJECT
155,4010,r00155,Find free newcomer services near you,r04010,Healey Driscoll Announce Economic Technology Services Security Heads,0.6562,NEAR_DUP_REJECT
208,3368,r00208,Culture Biosciences Focuses Technology and Service Platform on Biologics,r03368,Culture Biosciences Focuses Technology and Service Platform on Biologics,0.9844,NEAR_DUP_MERGE
211,1852,r00211,Tech Media & Telecom Roundup: Market Talk,r01852,Tech Media & Telecom Roundup: Market Talk,0.5,NEAR_DUP_REJECT
261,265,r00261,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private ,r00265,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private ,0.3125,NEAR_DUP_REJECT
265,891,r00265,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private ,r00891,L T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private ,0.6719,NEAR_DUP_REJECT
265,3296,r00265,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private ,r03296,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private ,0.7031,NEAR_DUP_REJECT
288,1419,r00288,Sensormatic Solutions by Johnson Controls shares 2022 U.S. Super Saturday shoppe,r01419,Sensormatic Solutions by Johnson Controls shares 2022 U.S. Super Saturday shoppe,0.5938,NEAR_DUP_REJECT
302,1423,r00302,Tech Media & Telecom Roundup: Market Talk,r01423,Tech Media & Telecom Roundup: Market Talk,0.5312,NEAR_DUP_REJECT
302,1804,r00302,Tech Media & Telecom Roundup: Market Talk,r01804,Tech Media & Telecom Roundup: Market Talk,0.5625,NEAR_DUP_REJECT
302,1865,r00302,Tech Media & Telecom Roundup: Market Talk,r01865,Tech Media & Telecom Roundup: Market Talk,0.4531,NEAR_DUP_REJECT
302,1894,r00302,Tech Media & Telecom Roundup: Market Talk,r01894,Tech Media & Telecom Roundup: Market Talk,0.5938,NEAR_DUP_REJECT
302,2071,r00302,Tech Media & Telecom Roundup: Market Talk,r02071,Tech Media & Telecom Roundup: Market Talk,0.5312,NEAR_DUP_REJECT
302,2208,r00302,Tech Media & Telecom Roundup: Market Talk,r02208,Tech Media & Telecom Roundup: Market Talk,0.5469,NEAR_DUP_REJECT
302,2224,r00302,Tech Media & Telecom Roundup: Market Talk,r02224,Tech Media & Telecom Roundup: Market Talk,0.5156,NEAR_DUP_REJECT
302,2494,r00302,Tech Media & Telecom Roundup: Market Talk,r02494,Tech Media & Telecom Roundup: Market Talk,0.5312,NEAR_DUP_REJECT
302,2501,r00302,Tech Media & Telecom Roundup: Market Talk,r02501,Tech Media & Telecom Roundup: Market Talk,0.6406,NEAR_DUP_REJECT
302,2624,r00302,Tech Media & Telecom Roundup: Market Talk,r02624,Tech Media & Telecom Roundup: Market Talk,0.5625,NEAR_DUP_REJECT
302,2890,r00302,Tech Media & Telecom Roundup: Market Talk,r02890,Tech Media & Telecom Roundup: Market Talk,0.4688,NEAR_DUP_REJECT
302,2902,r00302,Tech Media & Telecom Roundup: Market Talk,r02902,Tech Media & Telecom Roundup: Market Talk,0.5156,NEAR_DUP_REJECT
302,2906,r00302,Tech Media & Telecom Roundup: Market Talk,r02906,Tech Media & Telecom Roundup: Market Talk,0.5625,NEAR_DUP_REJECT
302,2967,r00302,Tech Media & Telecom Roundup: Market Talk,r02967,Tech Media & Telecom Roundup: Market Talk,0.5469,NEAR_DUP_REJECT
302,3004,r00302,Tech Media & Telecom Roundup: Market Talk,r03004,Tech Media & Telecom Roundup: Market Talk,0.5312,NEAR_DUP_REJECT
302,3052,r00302,Tech Media & Telecom Roundup: Market Talk,r03052,Tech Media & Telecom Roundup: Market Talk,0.5938,NEAR_DUP_REJECT
302,3163,r00302,Tech Media & Telecom Roundup: Market Talk,r03163,Tech Media & Telecom Roundup: Market Talk,0.5,NEAR_DUP_REJECT
302,3286,r00302,Tech Media & Telecom Roundup: Market Talk,r03286,Tech Media & Telecom Roundup: Market Talk,0.4531,NEAR_DUP_REJECT
302,3323,r00302,Tech Media & Telecom Roundup: Market Talk,r03323,Tech Media & Telecom Roundup: Market Talk,0.4844,NEAR_DUP_REJECT
302,3348,r00302,Tech Media & Telecom Roundup: Market Talk,r03348,Tech Media & Telecom Roundup: Market Talk,0.5312,NEAR_DUP_REJECT
482,765,r00482,Truescope Acquires US Firm Universal Information Services,r00765,Truescope Acquires US Firm Universal Information Services,0.7344,NEAR_DUP_REJECT
485,1814,r00485,New technology jobs needed for AI,r01814,New technology jobs needed for AI,0.875,NEAR_DUP_MERGE
595,2961,r00595,Should You Sell Fidelity National Information Services (FIS) Now?,r02961,Fidelity National Information Services (FIS) Stock Declined in Q4 on Financial G,0.6562,NEAR_DUP_REJECT
602,948,r00602,Friday Sector Laggards: Services Technology & Communications,r00948,Wednesday Sector Laggards: Services Technology & Communications,0.5312,NEAR_DUP_REJECT
607,2226,r00607,To provide information about Cloud services and infrastructure: SSAC FOI respons,r02226,Plan to forge a better Britain through science and technology unveiled,0.5312,NEAR_DUP_REJECT
607,2608,r00607,To provide information about Cloud services and infrastructure: SSAC FOI respons,r02608,Connect to a supported accommodation service (SC2),0.7188,NEAR_DUP_REJECT
626,1192,r00626,PDF Solutions Inc. (NASDAQ:PDFS) Q3 2022 Earnings Call Transcript,r01192,Key Tronic Corporation Announces Third Quarter Reporting Date,0.9219,NEAR_DUP_MERGE
643,4343,r00643,Low-code/no-code platforms and SaaS: the next evolution in clinical trial techno,r04343,Low-code/no-code platforms and SaaS: the next evolution in clinical trial techno,0.6875,NEAR_DUP_REJECT
782,1501,r00782,Alight launches new behavioral health navigation services aimed at supporting in,r01501,Alight launches new behavioral health navigation services aimed at supporting in,0.9062,NEAR_DUP_MERGE
794,2961,r00794,Do You Think Fidelity National Information Services (FIS)’s Current Valuation is,r02961,Fidelity National Information Services (FIS) Stock Declined in Q4 on Financial G,0.5625,NEAR_DUP_REJECT
885,1004,r00885,Information Services Group Inc. (NASDAQ:III) is a favorite amongst institutional,r01004,Information Services Group Inc. (NASDAQ:III) is a favorite amongst institutional,0.9219,NEAR_DUP_MERGE
891,3296,r00891,L T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private ,r03296,L&T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private ,0.8594,NEAR_DUP_MERGE
944,4100,r00944,CereCore® expands healthcare technology services into the UK,r04100,CereCore expands healthcare technology services into the UK,0.9844,NEAR_DUP_MERGE
960,2094,r00960,Esri Signs Agreement with Malta Providing Access to GIS Technology Training,r02094,Esri Signs Agreement with Malta Providing Access to GIS Technology Training,0.9688,NEAR_DUP_MERGE
1177,2590,r01177,What are some of the latest trends and innovations in VPN technology and service,r02590,What are some of the latest trends and innovations in VPN technology and service,0.7969,NEAR_DUP_REJECT
1183,3773,r01183,Survival in the Skies: The Story of Stealth Technology,r03773,Survival in the Skies: The Story of Stealth Technology,0.7656,NEAR_DUP_REJECT
1222,3125,r01222,The Institution of Engineering and Technology (IET) successfully concludes IET F,r03125,The Institution of Engineering and Technology (IET) successfully concludes IET F,0.8125,NEAR_DUP_REJECT
1237,2347,r01237,Student Information,r02347,Student Information,0.7344,NEAR_DUP_REJECT
1384,3080,r01384,Talent Acquisition and Staffing Technology and Services Market Growth | 2030,r03080,Talent Acquisition and Staffing Technology and Services Market Global Demand Opp,0.3906,NEAR_DUP_REJECT
1423,1804,r01423,Tech Media & Telecom Roundup: Market Talk,r01804,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1423,1865,r01423,Tech Media & Telecom Roundup: Market Talk,r01865,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1423,1894,r01423,Tech Media & Telecom Roundup: Market Talk,r01894,Tech Media & Telecom Roundup: Market Talk,0.7031,NEAR_DUP_REJECT
1423,2071,r01423,Tech Media & Telecom Roundup: Market Talk,r02071,Tech Media & Telecom Roundup: Market Talk,0.6875,NEAR_DUP_REJECT
1423,2208,r01423,Tech Media & Telecom Roundup: Market Talk,r02208,Tech Media & Telecom Roundup: Market Talk,0.6875,NEAR_DUP_REJECT
1423,2224,r01423,Tech Media & Telecom Roundup: Market Talk,r02224,Tech Media & Telecom Roundup: Market Talk,0.6719,NEAR_DUP_REJECT
1423,2494,r01423,Tech Media & Telecom Roundup: Market Talk,r02494,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1423,2496,r01423,Tech Media & Telecom Roundup: Market Talk,r02496,Tech Media & Telecom Roundup: Market Talk,0.4688,NEAR_DUP_REJECT
1423,2501,r01423,Tech Media & Telecom Roundup: Market Talk,r02501,Tech Media & Telecom Roundup: Market Talk,0.7188,NEAR_DUP_REJECT
1423,2535,r01423,Tech Media & Telecom Roundup: Market Talk,r02535,Tech Media & Telecom Roundup: Market Talk,0.5,NEAR_DUP_REJECT
1423,2624,r01423,Tech Media & Telecom Roundup: Market Talk,r02624,Tech Media & Telecom Roundup: Market Talk,0.7031,NEAR_DUP_REJECT
1423,2890,r01423,Tech Media & Telecom Roundup: Market Talk,r02890,Tech Media & Telecom Roundup: Market Talk,0.5312,NEAR_DUP_REJECT
1423,2902,r01423,Tech Media & Telecom Roundup: Market Talk,r02902,Tech Media & Telecom Roundup: Market Talk,0.7188,NEAR_DUP_REJECT
1423,2906,r01423,Tech Media & Telecom Roundup: Market Talk,r02906,Tech Media & Telecom Roundup: Market Talk,0.6719,NEAR_DUP_REJECT
1423,2967,r01423,Tech Media & Telecom Roundup: Market Talk,r02967,Tech Media & Telecom Roundup: Market Talk,0.6406,NEAR_DUP_REJECT
1423,2989,r01423,Tech Media & Telecom Roundup: Market Talk,r02989,Tech Media & Telecom Roundup: Market Talk,0.5312,NEAR_DUP_REJECT
1423,3004,r01423,Tech Media & Telecom Roundup: Market Talk,r03004,Tech Media & Telecom Roundup: Market Talk,0.6562,NEAR_DUP_REJECT
1423,3052,r01423,Tech Media & Telecom Roundup: Market Talk,r03052,Tech Media & Telecom Roundup: Market Talk,0.7812,NEAR_DUP_REJECT
1423,3083,r01423,Tech Media & Telecom Roundup: Market Talk,r03083,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1423,3163,r01423,Tech Media & Telecom Roundup: Market Talk,r03163,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1423,3286,r01423,Tech Media & Telecom Roundup: Market Talk,r03286,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1423,3323,r01423,Tech Media & Telecom Roundup: Market Talk,r03323,Tech Media & Telecom Roundup: Market Talk,0.5781,NEAR_DUP_REJECT
1423,3348,r01423,Tech Media & Telecom Roundup: Market Talk,r03348,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1423,3360,r01423,Tech Media & Telecom Roundup: Market Talk,r03360,Tech Media & Telecom Roundup: Market Talk,0.4844,NEAR_DUP_REJECT
1423,3374,r01423,Tech Media & Telecom Roundup: Market Talk,r03374,Tech Media & Telecom Roundup: Market Talk,0.5625,NEAR_DUP_REJECT
1423,3439,r01423,Tech Media & Telecom Roundup: Market Talk,r03439,Tech Media & Telecom Roundup: Market Talk,0.5,NEAR_DUP_REJECT
1470,2460,r01470,US announces criminal cases involving flow of technology information to Russia C,r02460,US announces criminal cases involving flow of technology information to Russia C,0.3594,NEAR_DUP_REJECT
1470,3710,r01470,US announces criminal cases involving flow of technology information to Russia C,r03710,US Announces Criminal Cases Involving Flow of Technology Information to Russia C,0.8281,NEAR_DUP_REJECT
1523,3265,r01523,Fidelity National Information Services (FIS) Stock Moves -0.9%: What You Should ,r03265,Fidelity National Information Services (FIS) Stock Moves -0.9%: What You Should ,0.5156,NEAR_DUP_REJECT
1785,3306,r01785,INFORMATION SERVICES GROUP INC,r03306,INFORMATION SERVICES GROUP INC,0.8438,NEAR_DUP_REJECT
1804,1852,r01804,Tech Media & Telecom Roundup: Market Talk,r01852,Tech Media & Telecom Roundup: Market Talk,0.5781,NEAR_DUP_REJECT
1804,1865,r01804,Tech Media & Telecom Roundup: Market Talk,r01865,Tech Media & Telecom Roundup: Market Talk,0.5781,NEAR_DUP_REJECT
1804,1894,r01804,Tech Media & Telecom Roundup: Market Talk,r01894,Tech Media & Telecom Roundup: Market Talk,0.6406,NEAR_DUP_REJECT
1804,1895,r01804,Tech Media & Telecom Roundup: Market Talk,r01895,Tech Media & Telecom Roundup: Market Talk,0.4375,NEAR_DUP_REJECT
1804,2071,r01804,Tech Media & Telecom Roundup: Market Talk,r02071,Tech Media & Telecom Roundup: Market Talk,0.7969,NEAR_DUP_REJECT
1804,2208,r01804,Tech Media & Telecom Roundup: Market Talk,r02208,Tech Media & Telecom Roundup: Market Talk,0.6562,NEAR_DUP_REJECT
1804,2224,r01804,Tech Media & Telecom Roundup: Market Talk,r02224,Tech Media & Telecom Roundup: Market Talk,0.75,NEAR_DUP_REJECT
1804,2363,r01804,Tech Media & Telecom Roundup: Market Talk,r02363,Tech Media & Telecom Roundup: Market Talk,0.5781,NEAR_DUP_REJECT
1804,2494,r01804,Tech Media & Telecom Roundup: Market Talk,r02494,Tech Media & Telecom Roundup: Market Talk,0.6875,NEAR_DUP_REJECT
1804,2496,r01804,Tech Media & Telecom Roundup: Market Talk,r02496,Tech Media & Telecom Roundup: Market Talk,0.4375,NEAR_DUP_REJECT
1804,2501,r01804,Tech Media & Telecom Roundup: Market Talk,r02501,Tech Media & Telecom Roundup: Market Talk,0.6562,NEAR_DUP_REJECT
1804,2535,r01804,Tech Media & Telecom Roundup: Market Talk,r02535,Tech Media & Telecom Roundup: Market Talk,0.4219,NEAR_DUP_REJECT
1804,2585,r01804,Tech Media & Telecom Roundup: Market Talk,r02585,Tech Media & Telecom Roundup: Market Talk,0.4219,NEAR_DUP_REJECT
1804,2624,r01804,Tech Media & Telecom Roundup: Market Talk,r02624,Tech Media & Telecom Roundup: Market Talk,0.6719,NEAR_DUP_REJECT
1804,2867,r01804,Tech Media & Telecom Roundup: Market Talk,r02867,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1804,2890,r01804,Tech Media & Telecom Roundup: Market Talk,r02890,Tech Media & Telecom Roundup: Market Talk,0.7031,NEAR_DUP_REJECT
1804,2902,r01804,Tech Media & Telecom Roundup: Market Talk,r02902,Tech Media & Telecom Roundup: Market Talk,0.6406,NEAR_DUP_REJECT
1804,2906,r01804,Tech Media & Telecom Roundup: Market Talk,r02906,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1804,2967,r01804,Tech Media & Telecom Roundup: Market Talk,r02967,Tech Media & Telecom Roundup: Market Talk,0.7969,NEAR_DUP_REJECT
1804,3004,r01804,Tech Media & Telecom Roundup: Market Talk,r03004,Tech Media & Telecom Roundup: Market Talk,0.7188,NEAR_DUP_REJECT
1804,3052,r01804,Tech Media & Telecom Roundup: Market Talk,r03052,Tech Media & Telecom Roundup: Market Talk,0.6875,NEAR_DUP_REJECT
1804,3083,r01804,Tech Media & Telecom Roundup: Market Talk,r03083,Tech Media & Telecom Roundup: Market Talk,0.7188,NEAR_DUP_REJECT
1804,3163,r01804,Tech Media & Telecom Roundup: Market Talk,r03163,Tech Media & Telecom Roundup: Market Talk,0.7656,NEAR_DUP_REJECT
1804,3286,r01804,Tech Media & Telecom Roundup: Market Talk,r03286,Tech Media & Telecom Roundup: Market Talk,0.6875,NEAR_DUP_REJECT
1804,3323,r01804,Tech Media & Telecom Roundup: Market Talk,r03323,Tech Media & Telecom Roundup: Market Talk,0.7031,NEAR_DUP_REJECT
1804,3348,r01804,Tech Media & Telecom Roundup: Market Talk,r03348,Tech Media & Telecom Roundup: Market Talk,0.5781,NEAR_DUP_REJECT
1839,2992,r01839,Why Operators Need a Full-Service Technology Partner,r02992,Restaurant Tech: Why Operators Need a Full-Service Technology Partner,0.8906,NEAR_DUP_MERGE
1852,2071,r01852,Tech Media & Telecom Roundup: Market Talk,r02071,Tech Media & Telecom Roundup: Market Talk,0.6406,NEAR_DUP_REJECT
1852,2224,r01852,Tech Media & Telecom Roundup: Market Talk,r02224,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1852,2494,r01852,Tech Media & Telecom Roundup: Market Talk,r02494,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1852,2890,r01852,Tech Media & Telecom Roundup: Market Talk,r02890,Tech Media & Telecom Roundup: Market Talk,0.4688,NEAR_DUP_REJECT
1852,2967,r01852,Tech Media & Telecom Roundup: Market Talk,r02967,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1852,3004,r01852,Tech Media & Telecom Roundup: Market Talk,r03004,Tech Media & Telecom Roundup: Market Talk,0.5781,NEAR_DUP_REJECT
1852,3083,r01852,Tech Media & Telecom Roundup: Market Talk,r03083,Tech Media & Telecom Roundup: Market Talk,0.5781,NEAR_DUP_REJECT
1852,3163,r01852,Tech Media & Telecom Roundup: Market Talk,r03163,Tech Media & Telecom Roundup: Market Talk,0.5469,NEAR_DUP_REJECT
1852,3286,r01852,Tech Media & Telecom Roundup: Market Talk,r03286,Tech Media & Telecom Roundup: Market Talk,0.5781,NEAR_DUP_REJECT
1852,3323,r01852,Tech Media & Telecom Roundup: Market Talk,r03323,Tech Media & Telecom Roundup: Market Talk,0.5625,NEAR_DUP_REJECT
1865,1894,r01865,Tech Media & Telecom Roundup: Market Talk,r01894,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1865,2071,r01865,Tech Media & Telecom Roundup: Market Talk,r02071,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1865,2208,r01865,Tech Media & Telecom Roundup: Market Talk,r02208,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1865,2224,r01865,Tech Media & Telecom Roundup: Market Talk,r02224,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1865,2494,r01865,Tech Media & Telecom Roundup: Market Talk,r02494,Tech Media & Telecom Roundup: Market Talk,0.5625,NEAR_DUP_REJECT
1865,2501,r01865,Tech Media & Telecom Roundup: Market Talk,r02501,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1865,2624,r01865,Tech Media & Telecom Roundup: Market Talk,r02624,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1865,2890,r01865,Tech Media & Telecom Roundup: Market Talk,r02890,Tech Media & Telecom Roundup: Market Talk,0.5312,NEAR_DUP_REJECT
1865,2902,r01865,Tech Media & Telecom Roundup: Market Talk,r02902,Tech Media & Telecom Roundup: Market Talk,0.5625,NEAR_DUP_REJECT
1865,2906,r01865,Tech Media & Telecom Roundup: Market Talk,r02906,Tech Media & Telecom Roundup: Market Talk,0.5938,NEAR_DUP_REJECT
1865,2967,r01865,Tech Media & Telecom Roundup: Market Talk,r02967,Tech Media & Telecom Roundup: Market Talk,0.5781,NEAR_DUP_REJECT
1865,3004,r01865,Tech Media & Telecom Roundup: Market Talk,r03004,Tech Media & Telecom Roundup: Market Talk,0.625,NEAR_DUP_REJECT
1865,3052,r01865,Tech Media & Telecom Roundup: Market Talk,r03052,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1865,3083,r01865,Tech Media & Telecom Roundup: Market Talk,r03083,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1865,3163,r01865,Tech Media & Telecom Roundup: Market Talk,r03163,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1865,3286,r01865,Tech Media & Telecom Roundup: Market Talk,r03286,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1865,3323,r01865,Tech Media & Telecom Roundup: Market Talk,r03323,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1865,3348,r01865,Tech Media & Telecom Roundup: Market Talk,r03348,Tech Media & Telecom Roundup: Market Talk,0.5938,NEAR_DUP_REJECT
1865,3374,r01865,Tech Media & Telecom Roundup: Market Talk,r03374,Tech Media & Telecom Roundup: Market Talk,0.5312,NEAR_DUP_REJECT
1894,2071,r01894,Tech Media & Telecom Roundup: Market Talk,r02071,Tech Media & Telecom Roundup: Market Talk,0.7344,NEAR_DUP_REJECT
1894,2208,r01894,Tech Media & Telecom Roundup: Market Talk,r02208,Tech Media & Telecom Roundup: Market Talk,0.7031,NEAR_DUP_REJECT
1894,2224,r01894,Tech Media & Telecom Roundup: Market Talk,r02224,Tech Media & Telecom Roundup: Market Talk,0.6406,NEAR_DUP_REJECT
1894,2363,r01894,Tech Media & Telecom Roundup: Market Talk,r02363,Tech Media & Telecom Roundup: Market Talk,0.5,NEAR_DUP_REJECT
1894,2494,r01894,Tech Media & Telecom Roundup: Market Talk,r02494,Tech Media & Telecom Roundup: Market Talk,0.6562,NEAR_DUP_REJECT
1894,2496,r01894,Tech Media & Telecom Roundup: Market Talk,r02496,Tech Media & Telecom Roundup: Market Talk,0.5,NEAR_DUP_REJECT
1894,2501,r01894,Tech Media & Telecom Roundup: Market Talk,r02501,Tech Media & Telecom Roundup: Market Talk,0.9219,NEAR_DUP_MERGE
1894,2535,r01894,Tech Media & Telecom Roundup: Market Talk,r02535,Tech Media & Telecom Roundup: Market Talk,0.4531,NEAR_DUP_REJECT
1894,2585,r01894,Tech Media & Telecom Roundup: Market Talk,r02585,Tech Media & Telecom Roundup: Market Talk,0.4375,NEAR_DUP_REJECT
1894,2624,r01894,Tech Media & Telecom Roundup: Market Talk,r02624,Tech Media & Telecom Roundup: Market Talk,0.7031,NEAR_DUP_REJECT
1894,2890,r01894,Tech Media & Telecom Roundup: Market Talk,r02890,Tech Media & Telecom Roundup: Market Talk,0.6094,NEAR_DUP_REJECT
1894,2902,r01894,Tech Media & Telecom Roundup: Market Talk,r02902,Tech Media & Telecom Roundup: Market Talk,0.6406,NEAR_DUP_REJECT
1894,2906,r01894,Tech Media & Telecom Roundup: Market Talk,r02906,Tech Media & Telecom Roundup: Market Talk,0.6875,NEAR_DUP_REJECT
1894,2967,r01894,Tech Media & Telecom Roundup: Market Talk,r02967,Tech Media & Telecom Roundup: Market Talk,0.6719,NEAR_DUP_REJECT
1894,3004,r01894,Tech Media & Telecom Roundup: Market Talk,r03004,Tech Media & Telecom Roundup: Market Talk,0.6562,NEAR_DUP_REJECT
