chunk_id,resolved_text,unresolved_mentions,coref_changed
r00770::c0000,Apogee Acquires Cumulus Technology Services Inc. to Enhance Managed Technology Services Leadership Position in Higher Education. Acquisition Extends Apogee Networking and IT Expertise into Secure Cloud Services Building on Commitment to be Apogee the Managed Technology Services Partner of Choice for Colleges and Universities News ...,[],True
r00783::c0000,Financial service providers urged to prioritise technology customers. The Executive Director of Proven Trusted Solutions Joseph Akossey has said prioritising the needs of customers and deployment of technological innovations within the financial services sector can help industry players gain competitive edge.,[],False
r00788::c0000,Athersys Expands IP Protection with First New Patent for SIFU(R) Technology. (NASDAQ: ATHX) a cell therapy and regenerative medicine company developing MultiStem(R) (invimestrocel) for critical care indications announced today that the United States Patent and Trademark Office has granted Athersys a new patent for its novel cryogenic storage system,[],True
r00793::c0000,Team D3 Joins Forces with Microdesk and Symetri and Strengthens Team D3 Offering and Expertise. Symetri creates and provides technology solutions and services for design engineering construction and manufacturing businesses. Symetri empowers people to work smarter for a better future by ensuring Symetri have access to the expertise and technology ...,[],True
r00798::c0000,UNESCO Access to Information Policy. However the effective functioning of the Organization confidentiality concerns and the need to protect UNESCO's staff stakeholders and partners require that some information cannot be disclosed. This Policy is consistent with the provisions in UNESCO's ...,[],True
r00803::c0000,Tech workers had their pick of jobs for years. That era is over for now. Tech companies have slashed hundreds of thousands of jobs flooding the labor market with skilled talent who are competing for the same positions.,[],True
r00808::c0000,Syrian-Iranian talks to boost cooperation in communications and information technology field. Damascus SANA- Minister of Communications and Technology Iyad al-Khatib discussed on Thursday with Iran’s Minister of Information ... improving communication services in Syria and completing ...,[],False
r00823::c0000,Biz Technology Solutions and New Charter Highlight a Growing Trend in Managed IT Services. One example is the recent partnership between Biz Technology Solutions (News - Alert) (BTS) and New Charter Technologies. This new partnership enables Biz Technology Solutions to offer a wider range of expert services access to advanced technologies and the ability to scale ...,[],True
r00879::c0000,Sullivan: Hackers ‘did not get any classified federal information’ from agencies. National security adviser Jake Sullivan said Sunday that the Chinese hackers who breached email accounts of multiple U.S. government agencies did not get any classified federal information.,[],False
r00884::c0000,Countries agree to extend digital services tax freeze through 2024. PARIS: With the exception of Canada countries with digital services taxes have agreed to hold off applying them for at least another year as a global multinationals tax deal to replace them was ...,[],False
r00889::c0000,ZAG Technical Services releases report on technology in the food industry. August 25 2023–ZAG Technical Services (ZAG) BB #:365534 ... conduct business and create opportunities for a competitive advantage.” For more information about how technology is changing the agriculture industry and supply chain you can access ...,[],False
r00891::c0000,L T Technology Services and Qualcomm Selected by Thales for Enabling 5G Private Networks in Urban Railways. L&T Technology Services Limited (BSE: 540115 ... 28 global sales offices and 91 innovation labs as of December 31 2022. For more information please visit www.LTTS.com About Thales Thales (Euronext Paris: HO) is a global leader in advanced technologies ...,[],False
r00895::c0000,EY gets new partners. EY Nigeria has announced the admission of four partners four associate partners and one director into its partnership fold. The partners are Williams,[],False
r00900::c0000,RGB Spectrum working to expand its solutions base at ISC West 2023. He's active in the business every day and influences company direction and has a distinct interest in technology. The company has been ... fit since situational awareness solutions and real-time information-gathering software are something that you ...,['it'],True
r00934::c0000,"Saison Information Systems Accelerates Just Transition with Mission-Driven 1% of Operating Income Donation. Saison Information Systems Co. Ltd. (TYO:9640 hereafter '""Saison Information Systems'"")) is proud to announce that it donated 1% of its operating income to several nonprofits that are aligned with its",[],False
r00940::c0000,GSA names new Technology Transformation Services deputy director. (SAUL LOEB/AFP via Getty Images) The General Services Administration (GSA) has appointed a new deputy director of the agency’s Technology Transformation Services division. Mukunda Penugonde joined TTS in the role on April 10 joining from the private ...,[],False
r00945::c0000,Kapihan sa MB presents episode that tackles how technology and innovation drive the transformation of a company. The upcoming episode will also shed light on how this emerging techglomerate is strengthening the provision of public services through partnerships ... Secretary of the Department of Information and Communications Technology (DICT) Dr. David Hardoon ...,[],False
r00946::c0000,OpenAI readies new open-source AI model The Information reports. May 15 (Reuters) - OpenAI is preparing to release a new open-source language model to the public The Information reported on Monday citing a person with knowledge of the plan. OpenAI''s ChatGPT ...,[],False
r00951::c0000,"AXIS Appoints Andy Maher as Head of Cyber and Technology London. AXIS Capital Holdings Limited ('""AXIS'"" or the “Company”) (NYSE: AXS) announced today that Andy Maher has been appointed Head of Cyber and Technology ... of products and services that the ...",[],False
r00956::c0000,Top business and technology trends to drive digital transformation in PH in 2023. This will serve as an opportunity for businesses to reassess the course of their business by leveraging the power of technology ... their ability to extract information from a variety of telemetry ...,[],False
r00984::c0000,Trust Your Supplier Signzy partner to revolutionize AI-powered digital onboarding identity verification. Signzy’s global scale onboarding four million customers daily furthers Trust Your Supplier’s ability to provide cutting-edge digital transformation to Trust Your Supplier’s customers.,[],True
r00989::c0000,Syndio joins London Stock Exchange Marketplace. Through its landmark PayEQ and a suite of products and services Syndio provides technology and expert guidance to help companies measure achieve and sustain all facets of workplace equity - from bringing in talent fairly to compensating retaining ...,[],False
r00994::c0000,Why BharOS has Indian developers excited and sceptical: ‘More choice is good for consumers… but BharOS is a long path’. For now BharOS’s Private App Store Services or ‘PASS’ only allows trusted apps ... India’s Electronics and Information Technology Minister Ashwini Vaishnaw recently tested the OS on what looked like a Google Pixel device. Vaishnaw admitted that ...,[],True
r00999::c0000,The Role of Technology in Telehealth Billing Services. When you talk of technology ... billing services? Let’s take a look. Telehealth is the practise of managing your health care and receiving medical care remotely by using internet information ...,[],False
r01004::c0000,Information Services Group Inc. (NASDAQ:III) is a favorite amongst institutional investors who own 57%. If you want to know who really controls Information Services Group Inc. (NASDAQ:III) then you''ll have to look at the makeup of Information Services Group Inc. (NASDAQ:III)'s share registry. With 57% stake institutions possess the ...,[],True
r01009::c0000,BetMGM MLB Bonus Code: Secure $1K First Bet Offer for Any Game. Our BetMGM MLB bonus code promotion unlocks a First Bet Offer that rewards new customers with a fully-backed bet worth up to $1000.,[],False
r01167::c0000,HCLTech: Supercharging Progress | Digital Engineering and Cloud. But there’s still a lot left to do From hyper-personalization to contactless experiences the future of CX promises to be exciting with a focus on both efficiency and empathetic human interactions To bring together the best of technology and our people ...,[],False
r01172::c0000,Service Providers: The Digital Link Between Industries Society & Enterprise IT. Partners and Service Providers play an increasing role in bridging digital transformation goals into plans. Red Hat is weighing in on its role in industry.,[],False
r01178::c0000,Synoptek Appoints Ian Au-Yeung as Chief Revenue Officer. Global Business and IT Advisory Firm Taps Seasoned IT Executive to Accelerate Growth Synoptek a leading global business and digital transformation advisory and managed services is pleased to welcome,[],False
r01184::c0000,Best Email Hosting Services (June 2023). While there are plenty of free email services available for users and business many of them lack specialized features like central management that lend themselves well for office use. We ...,[],False
r01190::c0000,S.Korea''s Yoon calls strategy meeting to boost rechargeable batteries semiconductor sectors. South Korean President Yoon Suk Yeol ordered on Monday a national strategy meeting to boost the competitiveness of the nation''s rechargeable battery and semiconductor sectors a presidential spokesperson said.,[],False
r01195::c0000,Youi announces new boss as CEO retires. Insurance company Youi Holdings Limited (Youi) has announced a new CEO. In a media release the Queensland headquartered firm said Nathaniel Simpson (pictured above) will take on the role from July 01.,[],False
r01224::c0000,Need housing information? Tampa launches Tenant Services Team to help. Though initially noncommittal on the idea of the advocacy office less than a week later Castor announced the launch of a housing information ... newly created Tenant Services Team absorbed ...,[],False
r01229::c0000,Options Named Microsoft Solutions Partner for Security. Options Technology the leading provider of cloud-enabled managed services to the global capital markets today announced its achievement of Microsoft Solutions Partner designation for Security.,[],False
r01235::c0000,Trulioo Information Services Inc.. Vancouver BC December 21 2022--Trulioo a leading global digital identity verification platform is partnering with Beedie Luminaries to support post-secondary students within the program who are pursuing their studies in science technology ...,[],False
r01316::c0000,Robotic food delivery now possible at SUNY Poly. This was the first launch to bring robotic food services to a student population of less than 5000. With the advent of artificial intelligence (AI) as a tool there’s heightened interest around new ways technology can be used as a means for social good.,[],False
r01321::c0000,Synchrony and The Container Store Extend Consumer Financing Partnership. Private Label Credit Card to Integrate with Mobile Checkout Capabilities STAMFORD Conn. and COPPELL Texas June 8 2023 – Synchrony (NYSE: SYF) a premier consumer financial services company and The,[],False
